pincode,officename,divisionname,statename
562114,Hasigala,Channapatna,Karnataka
561205,Heggadahalli,Channapatna,Karnataka
562110,Hegganahalli,Channapatna,Karnataka
562111,Heggunda,Channapatna,Karnataka
562109,Hejjala,Channapatna,Karnataka
562117,Helagahalli,Channapatna,Karnataka
562119,Herandyappanahalli,Channapatna,Karnataka
562122,Hindaganala,Channapatna,Karnataka
562138,Honganur,Channapatna,Karnataka
562123,Honnasandra,Channapatna,Karnataka
562108,Honnayakanahalli,Channapatna,Karnataka
562126,Honniganahalli,Channapatna,Karnataka
562117,Horalagallu,Channapatna,Karnataka
562119,Hosadurga,Channapatna,Karnataka
561203,Hosahalli,Channapatna,Karnataka
562114,Hoskote Indl. Area,Channapatna,Karnataka
562114,Hoskote,Channapatna,Karnataka
562109,Hosur,Channapatna,Karnataka
561101,Hulikal,Channapatna,Karnataka
561204,Hulikunte,Channapatna,Karnataka
562162,Hullegowdanahalli,Channapatna,Karnataka
562131,Hullenahalli,Channapatna,Karnataka
562157,Hunasamaranahalli,Channapatna,Karnataka
562119,Hunasanahalli,Channapatna,Karnataka
562119,Hunkunda,Channapatna,Karnataka
562162,Huskur,Channapatna,Karnataka
562129,Ibasapura,Channapatna,Karnataka
562138,Iggalur,Channapatna,Karnataka
562159,Ijoor Ramangaram,Channapatna,Karnataka
562106,Indalavadi,Channapatna,Karnataka
562109,Ittmadu,Channapatna,Karnataka
562114,Jadigenahalli,Channapatna,Karnataka
562138,Jagadapura,Channapatna,Karnataka
562123,Jakkanahalli,Channapatna,Karnataka
562112,Jakkasandra,Channapatna,Karnataka
562159,Jalamangala,Channapatna,Karnataka
562110,Jalige,Channapatna,Karnataka
562114,Jodidasarahalli,Channapatna,Karnataka
562109,K.Karenahalli,Channapatna,Karnataka
562122,K.Satyavara,Channapatna,Karnataka
562126,Kabbal,Channapatna,Karnataka
562130,Kadabagere,Channapatna,Karnataka
562126,Kadahalli,Channapatna,Karnataka
561204,Kadalappanahalli,Channapatna,Karnataka
561204,Kadanur,Channapatna,Karnataka
562112,Kaggala Halli,Channapatna,Karnataka
562159,Kailancha,Channapatna,Karnataka
562120,Kalari,Channapatna,Karnataka
562117,Kallahalli,Channapatna,Karnataka
562121,Kallanakupppe,Channapatna,Karnataka
562120,Kalludevanahalli,Channapatna,Karnataka
562120,Kalya,Channapatna,Karnataka
562111,Kambalu,Channapatna,Karnataka
562117,Kanakapura Bazar,Channapatna,Karnataka
562117,Kanakapura,Channapatna,Karnataka
561203,Kanasavadi,Channapatna,Karnataka
562109,Kanchugaranahalli,Channapatna,Karnataka
561203,Kannamangala,Channapatna,Karnataka
562110,Kannamangala,Channapatna,Karnataka
562149,Kannur,Channapatna,Karnataka
562108,Kanva,Channapatna,Karnataka
562164,Karahalli,Channapatna,Karnataka
562112,Karikaldoddi,Channapatna,Karnataka
561201,Karlamangala,Channapatna,Karnataka
562114,Kattigenahalli,Channapatna,Karnataka
562114,Kembliganahalli,Channapatna,Karnataka
562120,Kempasagara,Channapatna,Karnataka
562130,Kithanahalli,Channapatna,Karnataka
562138,Kodamballi,Channapatna,Karnataka
561203,Kodigehalli,Channapatna,Karnataka
562119,Kodihalli,Channapatna,Karnataka
562164,Koira,Channapatna,Karnataka
562119,Kolagondanahalli,Channapatna,Karnataka
561204,Koligere,Channapatna,Karnataka
562132,Kollalagatta,Channapatna,Karnataka
562114,Kollathur,Channapatna,Karnataka
562112,Kolliganahalli,Channapatna,Karnataka
561203,Kongadiyappa Road,Channapatna,Karnataka
562163,Konnagatta,Channapatna,Karnataka
562122,Korati,Channapatna,Karnataka
562117,Kottagalu,Channapatna,Karnataka
562159,Krishnapuradoddi,Channapatna,Karnataka
562160,Kudlur,Channapatna,Karnataka
561101,Kudur,Channapatna,Karnataka
562125,Kugur,Channapatna,Karnataka
562111,Kuluvanahalli,Channapatna,Karnataka
562114,Kumbalahalli,Channapatna,Karnataka
562110,Kundana,Channapatna,Karnataka
562117,Kurupet,Channapatna,Karnataka
562159,Kutgal,Channapatna,Karnataka
562108,Kyasapura,Channapatna,Karnataka
562127,Lakkenahalli,Channapatna,Karnataka
562159,Lakkojanahalli,Channapatna,Karnataka
562114,Lakkondanahalli,Channapatna,Karnataka
562111,Lakkur,Channapatna,Karnataka
561201,Lakshmipura,Channapatna,Karnataka
562162,Lakshmipura,Channapatna,Karnataka
562160,Lalaghatta,Channapatna,Karnataka
561201,Madabal,Channapatna,Karnataka
562123,Madalakote,Channapatna,Karnataka
562162,Madanayakanahalli,Channapatna,Karnataka
562162,Madavara,Channapatna,Karnataka
562127,Madigondanahalli,Channapatna,Karnataka
562120,Magadi,Channapatna,Karnataka
562123,Mahadevapura,Channapatna,Karnataka
562108,Makali,Channapatna,Karnataka
562162,Makali,Channapatna,Karnataka
562117,Malgal,Channapatna,Karnataka
562123,Mallarabanavadi,Channapatna,Karnataka
561203,Mallathahalli,Channapatna,Karnataka
562121,Mallligemetlu,Channapatna,Karnataka
562160,Malur,Channapatna,Karnataka
562128,Manchanabele,Channapatna,Karnataka
562109,Manchanayakanahalli,Channapatna,Karnataka
562109,Manchegowdanapalya,Channapatna,Karnataka
562135,Mandibele,Channapatna,Karnataka
562123,Mandigere,Channapatna,Karnataka
562108,Mankunda,Channapatna,Karnataka
562132,Manne,Channapatna,Karnataka
562127,Manniganahalli,Channapatna,Karnataka
562111,Maralakunte,Channapatna,Karnataka
562121,Maralavadi,Channapatna,Karnataka
562117,Marale,Channapatna,Karnataka
561101,Marasandra,Channapatna,Karnataka
562160,Marchanhalli,Channapatna,Karnataka
562127,Marikuppe,Channapatna,Karnataka
562117,Marlebekuppe,Channapatna,Karnataka
562106,Marsur,Channapatna,Karnataka
562162,Mathahalli,Channapatna,Karnataka
562120,Mathikere,Channapatna,Karnataka
562128,Mayaganahalli,Channapatna,Karnataka
562107,Mayasandra,Channapatna,Karnataka
561101,Mayasandra,Channapatna,Karnataka
562112,Medamaranahalli,Channapatna,Karnataka
561205,Melekote,Channapatna,Karnataka
562108,Mogenahalli,Channapatna,Karnataka
562127,Motagondanahalli,Channapatna,Karnataka
562160,Mudugere,Channapatna,Karnataka
562114,Mugabala,Channapatna,Karnataka
562119,Mullahalli,Channapatna,Karnataka
562123,Mylanahalli,Channapatna,Karnataka
562160,Mylanayakanhalli,Channapatna,Karnataka
562163,NAGADENAHALLI,Channapatna,Karnataka
562108,Nagavara,Channapatna,Karnataka
562122,Nandagudi,Channapatna,Karnataka
562127,Narasandra,Channapatna,Karnataka
562111,Narasipura,Channapatna,Karnataka
562117,Narayanapura,Channapatna,Karnataka
562135,Narayanapura,Channapatna,Karnataka
562123,Nelamangala,Channapatna,Karnataka
562122,Nelavagilu,Channapatna,Karnataka
562107,Neralur,Channapatna,Karnataka
562138,Neralur,Channapatna,Karnataka
562125,Neriga,Channapatna,Karnataka
562132,Niduvanda,Channapatna,Karnataka
562132,Obalapura,Channapatna,Karnataka
561204,Purushanahalli,Channapatna,Karnataka
561203,Rajaghatta,Channapatna,Karnataka
562159,Ramanagaram,Channapatna,Karnataka
561204,Rameshwara,Channapatna,Karnataka
562160,Rampura,Channapatna,Karnataka
562129,Reddihalli,Channapatna,Karnataka
562110,Sadahalli,Channapatna,Karnataka
561204,Sakkaaregollahalli,Channapatna,Karnataka
562106,Samandur,Channapatna,Karnataka
562131,Sankighatta,Channapatna,Karnataka
562125,Sarjapura,Channapatna,Karnataka
561204,Sasalu,Channapatna,Karnataka
562120,Sathanur,Channapatna,Karnataka
562126,Sathanur,Channapatna,Karnataka
562109,Shanumangala,Channapatna,Karnataka
562160,Shettihalli,Channapatna,Karnataka
562111,Shivagange,Channapatna,Karnataka
562117,Shivanahalli,Channapatna,Karnataka
562162,Shivanapura,Channapatna,Karnataka
562122,Shivanapura,Channapatna,Karnataka
562163,Shivapura,Channapatna,Karnataka
562106,Sidihoskote,Channapatna,Karnataka
562138,Singarajipura,Channapatna,Karnataka
561101,Sirigiripura,Channapatna,Karnataka
562138,Sogala,Channapatna,Karnataka
562130,Soladevanahalli,Channapatna,Karnataka
562127,Solur,Channapatna,Karnataka
562130,Sondekoppa,Channapatna,Karnataka
561203,Sri Subramanyaghati,Channapatna,Karnataka
561101,Sugganahalli,Channapatna,Karnataka
562128,Sugganahalli,Channapatna,Karnataka
562129,Sulebele,Channapatna,Karnataka
562160,Sulleri,Channapatna,Karnataka
561204,Syakaladevanapura,Channapatna,Karnataka
562112,T.Hosahalli,Channapatna,Karnataka
562160,Tagachagere,Channapatna,Karnataka
562157,Tarahunise,Channapatna,Karnataka
562112,Tattekere,Channapatna,Karnataka
562122,Tavarekere,Channapatna,Karnataka
562130,Tavarekere (Bangalore),Channapatna,Karnataka
562123,Teppadabeguru,Channapatna,Karnataka
562121,Terubeedi,Channapatna,Karnataka
562120,Thaggikuppe,Channapatna,Karnataka
562106,Thammanayakanahalli,Channapatna,Karnataka
561201,Thimmasandra,Channapatna,Karnataka
562131,Thippasandra,Channapatna,Karnataka
561203,Tippur,Channapatna,Karnataka
562117,Torebekuppe,Channapatna,Karnataka
561205,Tubugere,Channapatna,Karnataka
562117,Tungani,Channapatna,Karnataka
562132,Tyamagondlu,Channapatna,Karnataka
562127,Udukunte,Channapatna,Karnataka
562110,Uganavadi,Channapatna,Karnataka
562109,Uragapura,Channapatna,Karnataka
562114,Vagata Agrahara,Channapatna,Karnataka
562106,Vanakanahalli,Channapatna,Karnataka
562163,Veerapura,Channapatna,Karnataka
561201,Veeregowdanadoddi,Channapatna,Karnataka
562164,Venkatagirikote,Channapatna,Karnataka
562117,Venkatarayanadoddi,Channapatna,Karnataka
562157,Vidyanagara,Channapatna,Karnataka
562135,Vijayapaura,Channapatna,Karnataka
562138,Virupakshipura,Channapatna,Karnataka
562110,Vishwanathapura,Channapatna,Karnataka
562117,Yadamaranahalli,Channapatna,Karnataka
562107,Yadavanahalli,Channapatna,Karnataka
562111,Yelekyathanahalli,Channapatna,Karnataka
562138,Yeletotadahalli,Channapatna,Karnataka
562110,Yeliyur,Channapatna,Karnataka
562127,Yennegere,Channapatna,Karnataka
562123,Yentiganahalli,Channapatna,Karnataka
562159,Yerehalli,Channapatna,Karnataka
587111,Achanur,Bagalkot,Karnataka
587201,Adagal,Bagalkot,Karnataka
587330,Adihudi,Bagalkot,Karnataka
587206,Agasarkoppa,Bagalkot,Karnataka
587124,Aihole,Bagalkot,Karnataka
587119,Albal,Bagalkot,Karnataka
587116,Algundi,Bagalkot,Karnataka
587301,Algur,Bagalkot,Karnataka
587155,Alur S.K.,Bagalkot,Karnataka
587121,Amalzeri,Bagalkot,Karnataka
587118,Amaravati,Bagalkot,Karnataka
587125,Amarawadgi,Bagalkot,Karnataka
587112,Amingad,Bagalkot,Karnataka
587116,Anagwadi,Bagalkot,Karnataka
587206,Anawal,Bagalkot,Karnataka
587116,Arakeri,Bagalkot,Karnataka
587311,Asangi,Bagalkot,Karnataka
587201,Bachingudd,Bagalkot,Karnataka
587116,Badagandi,Bagalkot,Karnataka
587117,Badagi,Bagalkot,Karnataka
587201,Badami Extension,Bagalkot,Karnataka
587201,Badami,Bagalkot,Karnataka
587111,Bagalkot Alokudyog,Bagalkot,Karnataka
587101,Bagalkot B.H.School,Bagalkot,Karnataka
587103,Bagalkot DC Complex,Bagalkot,Karnataka
587101,Bagalkot,Bagalkot,Karnataka
587103,Bagalkot Navanagar,Bagalkot,Karnataka
587104,Bagalkot UHS Campus,Bagalkot,Karnataka
587125,Balkundi,Bagalkot,Karnataka
587311,Banahatti,Bagalkot,Karnataka
587311,Banahatti Somaarpeth,Bagalkot,Karnataka
587125,Banakanadoni,Bagalkot,Karnataka
587204,Bantanur,Bagalkot,Karnataka
587313,Baragi,Bagalkot,Karnataka
587113,Belagali,Bagalkot,Karnataka
587155,Belavalakoppa,Bagalkot,Karnataka
587112,Belgal,Bagalkot,Karnataka
587114,Belur (Bagalkot),Bagalkot,Karnataka
587111,Benkatti,Bagalkot,Karnataka
587111,Bennur,Bagalkot,Karnataka
587112,Bevinmatti,Bagalkot,Karnataka
587111,Bevinmattti,Bagalkot,Karnataka
587115,Bevur (Bagalkot),Bagalkot,Karnataka
587115,Bhagavati,Bagalkot,Karnataka
587115,Bhairmatti,Bagalkot,Karnataka
587202,Bhimangad,Bagalkot,Karnataka
587313,Bidari,Bagalkot,Karnataka
587116,Bilgi (Bagalkot),Bagalkot,Karnataka
587207,Bilkerur,Bagalkot,Karnataka
587115,Bisaldinni,Bagalkot,Karnataka
587117,Bisnal,Bagalkot,Karnataka
587115,Bodanaikanadinni,Bagalkot,Karnataka
587125,Budihal S.K.,Bagalkot,Karnataka
587121,Budni,Bagalkot,Karnataka
587313,Chichakandi K.D.,Bagalkot,Karnataka
587313,Chichakhandi B.K.,Bagalkot,Karnataka
587111,Chikhodlur,Bagalkot,Karnataka
587125,Chikkadapur,Bagalkot,Karnataka
587122,Chikkur,Bagalkot,Karnataka
587120,Chikmagi,Bagalkot,Karnataka
587201,Chikmuchalgudda,Bagalkot,Karnataka
587207,Chikmyageri,Bagalkot,Karnataka
587301,Chikpadasalagi,Bagalkot,Karnataka
587204,Chikshellikeri,Bagalkot,Karnataka
587124,Chilapur,Bagalkot,Karnataka
587312,Chimmad,Bagalkot,Karnataka
587206,Chinchalkatti,Bagalkot,Karnataka
587301,Chingundi,Bagalkot,Karnataka
587125,Chinnapur,Bagalkot,Karnataka
587112,Chittargi,Bagalkot,Karnataka
587118,Chitwadgi,Bagalkot,Karnataka
587201,Cholachagudd,Bagalkot,Karnataka
587115,Choudapur,Bagalkot,Karnataka
587122,Dadnatti,Bagalkot,Karnataka
587204,Devanal,Bagalkot,Karnataka
587114,Dhanakshirur,Bagalkot,Karnataka
587118,Dhannur,Bagalkot,Karnataka
587312,Dhavaleshwar,Bagalkot,Karnataka
587116,Dhavaleshwar,Bagalkot,Karnataka
587102,Gaddankeri,Bagalkot,Karnataka
587102,Gaddankeri Cross,Bagalkot,Karnataka
587330,Gadyal,Bagalkot,Karnataka
587117,Galagali,Bagalkot,Karnataka
587103,Gandhinagar,Bagalkot,Karnataka
587121,Gani,Bagalkot,Karnataka
587115,Ganjihal,Bagalkot,Karnataka
587116,Girisagar,Bagalkot,Karnataka
587315,Golbhavi,Bagalkot,Karnataka
587154,Gorbal,Bagalkot,Karnataka
587330,Gothe,Bagalkot,Karnataka
587155,Govankoppa,Bagalkot,Karnataka
587114,Guddadmallapur,Bagalkot,Karnataka
587202,Gudur (Bagalkot),Bagalkot,Karnataka
587203,Guledgudd,Bagalkot,Karnataka
587313,Gulgal Jambgi,Bagalkot,Karnataka
587112,Hadagalli,Bagalkot,Karnataka
587203,Haladoor,Bagalkot,Karnataka
587121,Halagali,Bagalkot,Karnataka
587206,Haligeri,Bagalkot,Karnataka
587315,Halingali,Bagalkot,Karnataka
587201,Halkurki,Bagalkot,Karnataka
587115,Hallur,Bagalkot,Karnataka
587315,Hanagandi,Bagalkot,Karnataka
587203,Hanapur,Bagalkot,Karnataka
587117,Hanchinal,Bagalkot,Karnataka
587205,Hangaragi,Bagalkot,Karnataka
587203,Haunsnur,Bagalkot,Karnataka
587118,Havaragi,Bagalkot,Karnataka
587103,Haveli,Bagalkot,Karnataka
587122,Hebbal,Bagalkot,Karnataka
587201,Hebballi,Bagalkot,Karnataka
587102,Herkal,Bagalkot,Karnataka
587154,Herur,Bagalkot,Karnataka
587311,Hipparagi,Bagalkot,Karnataka
587118,Hirebadwadgi,Bagalkot,Karnataka
587205,Hirebudihal,Bagalkot,Karnataka
587207,Hiregulbal,Bagalkot,Karnataka
587154,Hirekodagali,Bagalkot,Karnataka
587112,Hiremagi,Bagalkot,Karnataka
587115,Hiremalgavi,Bagalkot,Karnataka
587114,Hirenabasi,Bagalkot,Karnataka
587154,Hireotageri,Bagalkot,Karnataka
587301,Hirepadasalagi,Bagalkot,Karnataka
587154,Hiresingangutti,Bagalkot,Karnataka
587111,Honnakatti,Bagalkot,Karnataka
587116,Honnihal,Bagalkot,Karnataka
587206,Hoolgeri,Bagalkot,Karnataka
587206,Hospet- Kerur,Bagalkot,Karnataka
587314,Hosur,Bagalkot,Karnataka
587207,Hosur,Bagalkot,Karnataka
587114,Hosur,Bagalkot,Karnataka
587112,Hulaginal,Bagalkot,Karnataka
587201,Hullikeri,Bagalkot,Karnataka
587301,Hulyal,Bagalkot,Karnataka
587118,Hungund Bazar,Bagalkot,Karnataka
587118,Hungund,Bagalkot,Karnataka
587119,Hunnur,Bagalkot,Karnataka
587301,Hunshikatti,Bagalkot,Karnataka
587115,Huvanur,Bagalkot,Karnataka
587112,Iddalgi,Bagalkot,Karnataka
587202,Ilal,Bagalkot,Karnataka
587154,Ilkal Alampurpet,Bagalkot,Karnataka
587125,Ilkal Town,Bagalkot,Karnataka
587125,Ilkal Gandhi Chowk.,Bagalkot,Karnataka
587125,Ilkal,Bagalkot,Karnataka
587111,Illal,Bagalkot,Karnataka
587313,Ingalagi,Bagalkot,Karnataka
587111,Jadramkunti,Bagalkot,Karnataka
587311,Jagadal,Bagalkot,Karnataka
587201,Jakanur,Bagalkot,Karnataka
587206,Jalgeri,Bagalkot,Karnataka
587114,Jalihal,Bagalkot,Karnataka
587125,Jalkamaladinni,Bagalkot,Karnataka
587330,Jambagi,Bagalkot,Karnataka
587301,Jamkhandi B.S.R.,Bagalkot,Karnataka
587301,Jamkhandi Chavadi,Bagalkot,Karnataka
587301,Jamkhandi Girishanagar,Bagalkot,Karnataka
587301,Jamkhandi,Bagalkot,Karnataka
587154,Jammaldinni,Bagalkot,Karnataka
587205,Jammankatti,Bagalkot,Karnataka
587116,Janmatti,Bagalkot,Karnataka
587313,Jeergal,Bagalkot,Karnataka
587201,Kabbalgerii,Bagalkot,Karnataka
587119,Kadakol,Bagalkot,Karnataka
587102,Kadampur,Bagalkot,Karnataka
587119,Kadapatti,Bagalkot,Karnataka
587122,Kadarkoppa,Bagalkot,Karnataka
587125,Kadiwal,Bagalkot,Karnataka
587120,Kadiwal Kallapur,Bagalkot,Karnataka
587111,Kadlimatti,Bagalkot,Karnataka
587205,Kagalgomba,Bagalkot,Karnataka
587206,Kainkatti,Bagalkot,Karnataka
587330,Kajibilgi,Bagalkot,Karnataka
587155,Kakanur,Bagalkot,Karnataka
587330,Kalabilagi,Bagalkot,Karnataka
587204,Kaladgi Bazar,Bagalkot,Karnataka
587204,Kaladgi,Bagalkot,Karnataka
587119,Kalahalli,Bagalkot,Karnataka
587118,Kamaldinni Village,Bagalkot,Karnataka
587120,Kamatgi,Bagalkot,Karnataka
587125,Kamblihal,Bagalkot,Karnataka
587116,Kandgal,Bagalkot,Karnataka
587154,Kandgal,Bagalkot,Karnataka
587119,Kankanwadi,Bagalkot,Karnataka
587330,Kannolli,Bagalkot,Karnataka
587125,Karadi,Bagalkot,Karnataka
587122,Kasabajambgi,Bagalkot,Karnataka
587205,Katageri,Bagalkot,Karnataka
587207,Katagur,Bagalkot,Karnataka
587116,Kataraki,Bagalkot,Karnataka
587201,Katarki,Bagalkot,Karnataka
587301,Kavatagi,Bagalkot,Karnataka
587205,Kelawadi,Bagalkot,Karnataka
587124,Kelur,Bagalkot,Karnataka
587206,Kerakalmatti,Bagalkot,Karnataka
587206,Kerur,Bagalkot,Karnataka
587312,Kesargoppa,Bagalkot,Karnataka
587204,Khajjidoni,Bagalkot,Karnataka
587201,Khyad,Bagalkot,Karnataka
587111,Kirsur,Bagalkot,Karnataka
587155,Kittali,Bagalkot,Karnataka
587125,Kodihal,Bagalkot,Karnataka
587301,Kolur,Bagalkot,Karnataka
587121,Konnur (Bagalkot),Bagalkot,Karnataka
587116,Koppa,Bagalkot,Karnataka
587311,Kulahalli,Bagalkot,Karnataka
587113,Kulali,Bagalkot,Karnataka
587155,Kulgeri Cross,Bagalkot,Karnataka
587301,Kumbarhal,Bagalkot,Karnataka
587301,Kunchanur,Bagalkot,Karnataka
587116,Kundaragi,Bagalkot,Karnataka
587203,Kutkankeri,Bagalkot,Karnataka
587201,Lakhamapur,Bagalkot,Karnataka
587203,Layadgundi,Bagalkot,Karnataka
587301,Linganur,Bagalkot,Karnataka
587116,Lingapur,Bagalkot,Karnataka
587122,Lokapur,Bagalkot,Karnataka
587313,Machakanur,Bagalkot,Karnataka
587316,Madabhavi,Bagalkot,Karnataka
587119,Madarkhandi,Bagalkot,Karnataka
587312,Mahalingpur,Bagalkot,Karnataka
587312,Mahalingpur Town,Bagalkot,Karnataka
587119,Maigur,Bagalkot,Karnataka
587113,Malali,Bagalkot,Karnataka
587313,Malapur,Bagalkot,Karnataka
587111,Mallapur,Bagalkot,Karnataka
587155,Mamatgeri,Bagalkot,Karnataka
587202,Mangalgudda,Bagalkot,Karnataka
587116,Mannikeri,Bagalkot,Karnataka
587121,Mantur,Bagalkot,Karnataka
587316,Marapur,Bagalkot,Karnataka
587121,Mareguddi,Bagalkot,Karnataka
587118,Marol,Bagalkot,Karnataka
587121,Melligeri,Bagalkot,Karnataka
587313,Metgudd,Bagalkot,Karnataka
587313,Mirji,Bagalkot,Karnataka
587154,Moratageri,Bagalkot,Karnataka
587111,Muchakandi,Bagalkot,Karnataka
587122,Muddapur,Bagalkot,Karnataka
587313,Mudhol (Bagalkot),Bagalkot,Karnataka
587313,Mudhol Extension,Bagalkot,Karnataka
587113,Mugalkhod,Bagalkot,Karnataka
587111,Mugalolli,Bagalkot,Karnataka
587120,Muganur,Bagalkot,Karnataka
587301,Mundagnur,Bagalkot,Karnataka
587202,Murdi,Bagalkot,Karnataka
587104,Murnal,Bagalkot,Karnataka
587206,Mushtigeri,Bagalkot,Karnataka
587116,Muttaldinni,Bagalkot,Karnataka
587201,Muttalgeri,Bagalkot,Karnataka
587119,Muttur,Bagalkot,Karnataka
587301,Naganur,Bagalkot,Karnataka
587113,Nagaral,Bagalkot,Karnataka
587116,Nagaral,Bagalkot,Karnataka
587118,Nagur,Bagalkot,Karnataka
587207,Nainegali,Bagalkot,Karnataka
587312,Nandgaon,Bagalkot,Karnataka
587201,Nandikeshwar,Bagalkot,Karnataka
587125,Nandwadgi,Bagalkot,Karnataka
587155,Narasapur,Bagalkot,Karnataka
587206,Narenur,Bagalkot,Karnataka
587311,Navalagi,Bagalkot,Karnataka
587201,Nilgund,Bagalkot,Karnataka
587313,Ningapur,Bagalkot,Karnataka
587111,Niralkeri,Bagalkot,Karnataka
587206,Niralkeri,Bagalkot,Karnataka
587206,Nirbudihal,Bagalkot,Karnataka
587203,Parvati,Bagalkot,Karnataka
587201,Pattadkal,Bagalkot,Karnataka
587122,Petlur,Bagalkot,Karnataka
587314,Rabkavi,Bagalkot,Karnataka
587314,Rabkavi Town,Bagalkot,Karnataka
587206,Radder Timmapur,Bagalkot,Karnataka
587112,Rakkasagi,Bagalkot,Karnataka
587314,Rampur,Bagalkot,Karnataka
587207,Rampur (Bagalkot),Bagalkot,Karnataka
587120,Ramthal,Bagalkot,Karnataka
587118,Ramwadgi,Bagalkot,Karnataka
587116,Rolli,Bagalkot,Karnataka
587313,Rugi,Bagalkot,Karnataka
587316,Saidapur,Bagalkot,Karnataka
587316,Sameerwadi,Bagalkot,Karnataka
587115,Sangam,Bagalkot,Karnataka
587315,Sasalatti,Bagalkot,Karnataka
587330,Savalagi,Bagalkot,Karnataka
587111,Shigikeri,Bagalkot,Karnataka
587116,Shiraguppi,Bagalkot,Karnataka
587119,Shiraguppi,Bagalkot,Karnataka
587201,Shirbadagi,Bagalkot,Karnataka
587117,Shirbur,Bagalkot,Karnataka
587313,Shirol,Bagalkot,Karnataka
587120,Shirur,Bagalkot,Karnataka
587201,Shivayogmandir,Bagalkot,Karnataka
587119,Shurpali,Bagalkot,Karnataka
587301,Siddapur,Bagalkot,Karnataka
587117,Siddapur,Bagalkot,Karnataka
587104,Simikeri,Bagalkot,Karnataka
587204,Sokanadagi,Bagalkot,Karnataka
587116,Sonna,Bagalkot,Karnataka
587102,Sorakoppa,Bagalkot,Karnataka
587113,Sorgaon,Bagalkot,Karnataka
587124,Sulebhavi,Bagalkot,Karnataka
587205,Sulikeri,Bagalkot,Karnataka
587155,Sulla,Bagalkot,Karnataka
587116,Sunag,Bagalkot,Karnataka
587120,Surlikal,Bagalkot,Karnataka
587207,Sutagundar,Bagalkot,Karnataka
